0.000000,0.083333,0.166667,0.250000
0.333333,0.416667,0.500000,0.583333
0.666667,0.750000,0.833333,0.916667
1.000000,1.083333,1.166667,1.250000
1.333333,1.416667,1.500000,1.583333
1.666667,1.750000,1.833333,1.916667
2.000000,2.083333,2.166667,2.250000
2.333333,2.416667,2.500000,2.583333
2.666667,2.750000,2.833333,2.916667
3.000000,3.083333,3.166667,3.250000
3.333333,3.416667,3.500000,3.583333
3.666667,3.750000,3.833333,3.916667
4.000000,4.083333,4.166667,4.250000
4.333333,4.416667,4.500000,4.583333
4.666667,4.750000,4.833333,4.916667
5.000000,5.083333,5.166667,5.250000
5.333333,5.416667,5.500000,5.583333
5.666667,5.750000,5.833333,5.916667
6.000000,6.083333,6.166667,6.250000
6.333333,6.416667,6.500000,6.583333
6.666667,6.750000,6.833333,6.916667
7.000000,7.083333,7.166667,7.250000
7.333333,7.416667,7.500000,7.583333
7.666667,7.750000,7.833333,7.916667
8.000000,8.083333,8.166667,8.250000
8.333333,8.416667,8.500000,8.583333
8.666667,8.750000,8.833333,8.916667
9.000000,9.083333,9.166667,9.250000
9.333333,9.416667,9.500000,9.583333
9.666667,9.750000,9.833333,9.916667
10.000000,10.083333,10.166667,10.250000
10.333333,10.416667,10.500000,10.583333
10.666667,10.750000,10.833333,10.916667
11.000000,11.083333,11.166667,11.250000
11.333333,11.416667,11.500000,11.583333
11.666667,11.750000,11.833333,11.916667
12.000000,12.083333,12.166667,12.250000
12.333333,12.416667,12.500000,12.583333
12.666667,12.750000,12.833333,12.916667
13.000000,13.083333,13.166667,13.250000
13.333333,13.416667,13.500000,13.583333
13.666667,13.750000,13.833333,13.916667
14.000000,14.083333,14.166667,14.250000
14.333333,14.416667,14.500000,14.583333
14.666667,14.750000,14.833333,14.916667
15.000000,15.083333,15.166667,15.250000
15.333333,15.416667,15.500000,15.583333
15.666667,15.750000,15.833333,15.916667
16.000000,16.083333,16.166667,16.250000
16.333333,16.416667,16.500000,16.583333
16.666667,16.750000,16.833333,16.916667
17.000000,17.083333,17.166667,17.250000
17.333333,17.416667,17.500000,17.583333
17.666667,17.750000,17.833333,17.916667
18.000000,18.083333,18.166667,18.250000
18.333333,18.416667,18.500000,18.583333
18.666667,18.750000,18.833333,18.916667
19.000000,19.083333,19.166667,19.250000
19.333333,19.416667,19.500000,19.583333
19.666667,19.750000,19.833333,19.916667
20.000000,20.083333,20.166667,20.250000
20.333333,20.416667,20.500000,20.583333
20.666667,20.750000,20.833333,20.916667
21.000000,21.083333,21.166667,21.250000
21.333333,21.416667,21.500000,21.583333
21.666667,21.750000,21.833333,21.916667
22.000000,22.083333,22.166667,22.250000
22.333333,22.416667,22.500000,22.583333
22.666667,22.750000,22.833333,22.916667
23.000000,23.083333,23.166667,23.250000
23.333333,23.416667,23.500000,23.583333
23.666667,23.750000,23.833333,23.916667
24.000000,24.083333,24.166667,24.250000
24.333333,24.416667,24.500000,24.583333
24.666667,24.750000,24.833333,24.916667
25.000000,25.083333,25.166667,25.250000
25.333333,25.416667,25.500000,25.583333
25.666667,25.750000,25.833333,25.916667
26.000000,26.083333,26.166667,26.250000
26.333333,26.416667,26.500000,26.583333
26.666667,26.750000,26.833333,26.916667
27.000000,27.083333,27.166667,27.250000
27.333333,27.416667,27.500000,27.583333
27.666667,27.750000,27.833333,27.916667
28.000000,28.083333,28.166667,28.250000
28.333333,28.416667,28.500000,28.583333
28.666667,28.750000,28.833333,28.916667
29.000000,29.083333,29.166667,29.250000
29.333333,29.416667,29.500000,29.583333
29.666667,29.750000,29.833333,29.916667
30.000000,30.083333,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.014085,0.000000,0.008696
0.008197,0.000000,0.000000,0.000000
0.003922,0.006431,0.000000,0.007463
0.002110,0.007605,0.003120,0.002911
0.005000,0.003209,0.002970,0.000000
0.000000,0.000709,0.000680,0.000000
0.001123,0.000557,0.000000,0.000000
0.000462,0.000422,0.000413,0.000000
0.000000,0.000000,0.000703,0.000330
0.000000,0.000000,0.000000,0.000000
0.000275,0.000546,0.000000,0.000000
0.000000,0.000512,0.000000,0.000000
0.000000,0.000233,0.000000,0.000000
0.000434,0.000000,0.000209,0.000215
0.000000,0.000000,0.000000,0.000000
0.000203,0.000208,0.000000,0.000000
0.000207,0.000000,0.000000,0.000000
0.000205,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000199,0.000198,0.000000
0.000000,0.000196,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000385,0.000000,0.000000,0.000000
0.000190,0.000000,0.000000,0.000000
0.000000,0.000184,0.000000,0.000000
0.000000,0.000000,0.000187,0.000000
0.000000,0.000185,0.000000,0.000384
0.000000,0.000000,0.000000,0.000190
0.000000,0.000000,0.000000,0.000000
0.000196,0.000000,0.000000,0.000000
0.000198,0.000000,0.000000,0.000000
0.000000,0.000000,0.000205,0.000000
0.000000,0.000000,0.000000,0.000208
0.000000,0.000210,0.000000,0.000000
0.000209,0.000214,0.000000,0.000211
0.000213,0.000000,0.000000,0.000000
0.000000,0.000208,0.000203,0.000211
0.000000,0.000200,0.000200,0.000000
0.000000,0.000398,0.000000,0.000000
0.000199,0.000197,0.000201,0.000000
0.000000,0.000200,0.000200,0.000000
0.000203,0.000198,0.000206,0.000000
0.000210,0.000000,0.000000,0.000430
0.000218,0.000000,0.000000,0.000000
0.000228,0.000232,0.000000,0.000000
0.000508,0.000000,0.000259,0.000000
0.000267,0.000000,0.000000,0.000000
0.000295,0.000600,0.000312,0.000000
0.000000,0.000662,0.000000,0.000000
0.000000,0.000364,0.000000,0.000000
0.000388,0.000000,0.000000,0.000442
0.000435,0.000462,0.000464,0.000000
0.000000,0.000531,0.000524,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.001513,0.000753,0.000000,0.000831
0.000000,0.000000,0.000000,0.000000
0.000000,0.001940,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.001264,0.000000,0.001422,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.002463,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.004329,0.000000
0.000000,0.009569,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000
0.000000,0.500000,0.000000,1.000000
0.000000,0.000000,0.000000,1.000000
0.333333,0.500000,0.500000,0.500000
0.666667,0.166667,0.250000,0.285714
0.411765,0.333333,0.588235,0.478261
0.360000,0.571429,0.416667,0.428571
0.368421,0.581818,0.456790,0.577465
0.582524,0.513043,0.606557,0.542683
0.542857,0.579439,0.600000,0.614148
0.603933,0.609453,0.649789,0.627376
0.628705,0.605531,0.626250,0.669519
0.647525,0.629732,0.647011,0.645390
0.650340,0.652878,0.638405,0.639554
0.629779,0.618611,0.616805,0.598648
0.608337,0.597626,0.568657,0.577943
0.581371,0.558998,0.557891,0.539994
0.552584,0.541497,0.523364,0.519782
0.528935,0.508276,0.510288,0.501281
0.502896,0.492079,0.491418,0.477236
0.467073,0.463000,0.484592,0.479216
0.471426,0.475544,0.463271,0.460100
0.469305,0.456526,0.450945,0.467070
0.453030,0.465633,0.458816,0.471243
0.451037,0.468711,0.475205,0.462309
0.465478,0.470946,0.475630,0.473631
0.477268,0.476525,0.480715,0.484289
0.466253,0.477025,0.471475,0.474985
0.473577,0.480072,0.485208,0.486750
0.494751,0.478709,0.475280,0.483271
0.497676,0.491434,0.479142,0.487200
0.489680,0.475934,0.483514,0.481394
0.491781,0.479219,0.481656,0.482622
0.473837,0.486451,0.479139,0.493715
0.473287,0.472390,0.485676,0.479034
0.481734,0.478637,0.476040,0.471442
0.482123,0.460703,0.487156,0.485034
0.478456,0.471797,0.462936,0.465361
0.478941,0.468780,0.468619,0.482437
0.483671,0.467604,0.466460,0.475974
0.469491,0.467844,0.480352,0.494101
0.482423,0.484425,0.478898,0.467881
0.462588,0.472604,0.483948,0.479744
0.494260,0.472273,0.476161,0.464474
0.476231,0.497920,0.485702,0.482353
0.484455,0.483601,0.482658,0.479153
0.489192,0.472708,0.466709,0.484695
0.470429,0.478967,0.471383,0.472286
0.482023,0.459027,0.456946,0.456669
0.464043,0.452060,0.462383,0.452774
0.461095,0.456003,0.448784,0.449518
0.447210,0.447353,0.431515,0.432222
0.436411,0.438790,0.432636,0.422209
0.426425,0.441794,0.420013,0.438941
0.422511,0.426177,0.433938,0.429445
0.436343,0.443673,0.435903,0.437035
0.447845,0.440561,0.442215,0.443714
0.448356,0.450847,0.458679,0.439097
0.432462,0.436195,0.454572,0.442446
0.462738,0.469898,0.458046,0.465563
0.461284,0.468641,0.480441,0.449381
0.474223,0.469819,0.459061,0.461762
0.474214,0.475265,0.483674,0.480591
0.494669,0.488673,0.490652,0.477984
0.499214,0.501687,0.510756,0.488941
0.501214,0.501505,0.505202,0.508008
0.534494,0.525706,0.524206,0.518072
0.552298,0.536160,0.536184,0.553011
0.549383,0.546691,0.549953,0.553831
0.551896,0.557513,0.574113,0.565760
0.577938,0.574074,0.584071,0.585165
0.557610,0.581184,0.586727,0.584973
0.590982,0.583497,0.650628,0.613636
0.569476,0.632743,0.592417,0.613300
0.661111,0.636905,0.672619,0.681388
0.729097,0.735849,0.669065,0.668033
0.709957,0.700935,0.739583,0.665072
0.721053,0.704819,0.716867,0.716049
0.759259,0.747126,0.817680,0.736842
0.716418,0.726619,0.689922,0.747899
0.728070,0.738318,0.718750,0.818966
0.800000,0.808511,0.794118,0.754902
0.780000,0.805310,0.821053,0.807692
0.730159,0.715909,0.829268,0.808219
0.800000,0.771930,0.773810,0.739130
0.750000,0.875000,0.872340,0.761194
0.851852,0.823529,0.746269,0.871429
0.791667,0.850000,0.741379,0.737705
0.918033,0.850000,0.838710,0.762712
0.830508,0.711538,0.782609,0.660000
0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.500000
0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.333333,0.250000
0.000000,0.375000,0.333333,0.500000
0.375000,0.571429,0.294118,0.266667
0.176471,0.347826,0.400000,0.333333
0.361111,0.476190,0.368421,0.236364
0.358025,0.309859,0.359223,0.365217
0.286885,0.317073,0.295238,0.294393
0.286275,0.279743,0.280899,0.258706
0.259494,0.266160,0.274571,0.285298
0.268750,0.242781,0.265347,0.281625
0.267367,0.273050,0.265306,0.261990
0.269512,0.262953,0.267103,0.278689
0.285780,0.291508,0.281057,0.284839
0.305597,0.304348,0.294903,0.304548
0.306274,0.320261,0.299880,0.318340
0.312259,0.317599,0.314765,0.327986
0.320730,0.315830,0.322153,0.333416
0.323066,0.324072,0.333958,0.338193
0.322266,0.338734,0.327402,0.337643
0.331299,0.339152,0.329198,0.331448
0.333333,0.326178,0.323505,0.324495
0.326987,0.316430,0.327653,0.306916
0.317828,0.329087,0.321791,0.311602
0.311738,0.325355,0.312540,0.316212
0.306537,0.304075,0.319047,0.316203
0.317033,0.323245,0.316466,0.312399
0.310043,0.306236,0.304417,0.321213
0.315373,0.313246,0.311780,0.308964
0.316959,0.311570,0.314920,0.330766
0.321373,0.326999,0.306384,0.325730
0.333726,0.329241,0.332110,0.327209
0.325707,0.327357,0.336794,0.338502
0.336938,0.335642,0.338633,0.341803
0.337684,0.351699,0.336470,0.356709
0.338200,0.344488,0.345448,0.341053
0.359711,0.360244,0.346813,0.359270
0.357550,0.347953,0.352853,0.354931
0.361879,0.356602,0.369996,0.354704
0.343695,0.343885,0.351936,0.356629
0.360412,0.364669,0.375727,0.363842
0.355133,0.359239,0.342968,0.367413
0.363184,0.371284,0.359814,0.349626
0.358915,0.363655,0.352853,0.357426
0.361889,0.358563,0.363903,0.362065
0.365241,0.364577,0.369638,0.360891
0.373390,0.361013,0.358724,0.381293
0.375305,0.379193,0.360567,0.373613
0.371383,0.368861,0.373731,0.383444
0.383420,0.386932,0.385187,0.374777
0.395354,0.398682,0.386741,0.388499
0.386100,0.408155,0.394114,0.387971
0.404246,0.401366,0.406523,0.404040
0.386984,0.400612,0.397714,0.397088
0.400547,0.392193,0.388834,0.381378
0.401575,0.392613,0.399689,0.388787
0.389944,0.401305,0.415787,0.400232
0.392625,0.400180,0.384471,0.387774
0.393237,0.393709,0.393779,0.386063
0.372333,0.405681,0.387794,0.382545
0.400466,0.386118,0.375681,0.391343
0.375707,0.374307,0.351414,0.361535
0.362304,0.359151,0.346778,0.338583
0.344732,0.360885,0.353155,0.356412
0.343953,0.335682,0.333333,0.322230
0.318457,0.335843,0.312203,0.346633
0.337171,0.324852,0.320988,0.325476
0.308123,0.318138,0.316367,0.311917
0.299582,0.331066,0.297362,0.316049
0.304678,0.303571,0.330014,0.303490
0.263952,0.282648,0.294686,0.308448
0.238494,0.276860,0.300683,0.280973
0.286730,0.283251,0.230556,0.229167
0.229167,0.214511,0.193980,0.184906
0.237410,0.221311,0.203463,0.233645
0.166667,0.220096,0.147368,0.204819
0.192771,0.191358,0.154321,0.126437
0.116022,0.157895,0.126866,0.179856
0.147287,0.142857,0.175439,0.130841
0.156250,0.094828,0.140000,0.106383
0.127451,0.137255,0.100000,0.079646
0.063158,0.089744,0.126984,0.204545
0.073171,0.095890,0.120000,0.122807
0.119048,0.086957,0.125000,0.087500
0.042553,0.164179,0.092593,0.117647
0.134328,0.057143,0.097222,0.116667
0.155172,0.163934,0.065574,0.050000
0.064516,0.118644,0.067797,0.153846
0.108696,0.140000,0.000000,0.000000
